"user_birth_year","user_career","user_sex","location_city","location_region","location_country","date","provider_name","site_type","site_price","develop_time","marketing_spend"
1967,"Engineer","Male","Kasangulu","Kongo Central","Democratic Republic of the Congo","2024-04-19","AWS","Business",83,87,402
2004,"Strategist","Male","Hazorasp","Xorazm Region","Uzbekistan","2024-12-16","Azure","Blog",149,114,847
2004,"Liaison","Female","Tutong","Tutong District","Brunei","2023-06-27","AWS","Business",92,138,1205
2004,"Liaison","Female","Tutong","Tutong District","Brunei","2025-01-26","Azure","Personal",77,61,1342
1975,"Consultant","Female","Zaranj","Nimruz","Afghanistan","2024-09-27","Azure","Business",156,68,1803
1975,"Consultant","Female","Zaranj","Nimruz","Afghanistan","2024-05-11","GCP","Blog",183,104,1653
1988,"Supervisor","Male","Rubik","Lezhë County","Albania","2023-09-02","GCP","Personal",105,122,1614
1988,"Supervisor","Male","Rubik","Lezhë County","Albania","2023-09-06","AWS","Portfolio",25,62,299
1983,"Manager","Male","Hreljin","Primorje-Gorski Kotar County","Croatia","2024-08-19","GCP","Blog",196,29,1501
1983,"Manager","Male","Hreljin","Primorje-Gorski Kotar County","Croatia","2023-07-03","GCP","Personal",111,77,1017
1983,"Manager","Male","Hreljin","Primorje-Gorski Kotar County","Croatia","2024-05-16","AWS","Blog",138,116,816
2005,"Executive","Male","Dubai","Dubai","United Arab Emirates","2024-12-10","GCP","Personal",133,96,1004
2005,"Executive","Male","Dubai","Dubai","United Arab Emirates","2023-11-12","Azure","Blog",27,135,259
2005,"Executive","Male","Dubai","Dubai","United Arab Emirates","2023-12-27","GCP","Blog",83,25,1494
2000,"Facilitator","Female","Kayanza","Kayanza Province","Burundi","2023-10-17","GCP","Blog",60,150,768
2000,"Facilitator","Female","Kayanza","Kayanza Province","Burundi","2023-10-16","AWS","Business",99,108,1624
2000,"Facilitator","Female","Kayanza","Kayanza Province","Burundi","2024-11-10","GCP","Blog",170,167,409
2000,"Facilitator","Female","Kayanza","Kayanza Province","Burundi","2024-07-09","GCP","Portfolio",34,54,1053
1987,"Agent","Male","Diriá","Granada","Nicaragua","2023-12-21","Azure","E-commerce",16,153,1924
1987,"Agent","Male","Diriá","Granada","Nicaragua","2024-12-09","Azure","Blog",70,84,1411
1988,"Architect","Female","Huyện Tam Dương","Vĩnh Phúc","Vietnam","2025-01-18","GCP","Blog",62,63,675
1988,"Architect","Female","Huyện Tam Dương","Vĩnh Phúc","Vietnam","2023-07-05","Azure","E-commerce",31,161,1051
1984,"Orchestrator","Female","‘Ohonua","ʻEua","Tonga","2024-04-05","GCP","Blog",83,25,1494
1984,"Orchestrator","Female","‘Ohonua","ʻEua","Tonga","2024-06-04","AWS","Blog",193,148,675
1979,"Developer","Male","Ordino","Ordino","Andorra","2023-07-07","Azure","E-commerce",97,51,872
1979,"Developer","Male","Ordino","Ordino","Andorra","2024-01-12","Azure","Personal",121,80,262
1979,"Developer","Male","Ordino","Ordino","Andorra","2025-02-18","GCP","Business",25,62,299
1983,"Consultant","Male","Vezirköprü","Samsun","Turkey","2023-11-27","GCP","Business",28,124,982
1983,"Consultant","Male","Vezirköprü","Samsun","Turkey","2023-07-15","GCP","Personal",185,71,1463
1983,"Consultant","Male","Vezirköprü","Samsun","Turkey","2023-07-14","Azure","Personal",140,77,1035
1964,"Architect","Male","Sho‘rchi","Surxondaryo Region","Uzbekistan","2023-12-01","Azure","Portfolio",119,89,1077
1978,"Planner","Male","Myingyan","Mandalay Region","Myanmar","2024-07-21","AWS","Business",153,17,1999
1973,"Consultant","Male","Presidente Franco","Alto Paraná Department","Paraguay","2024-02-20","Azure","Business",89,96,1822
1973,"Consultant","Male","Presidente Franco","Alto Paraná Department","Paraguay","2023-11-08","Azure","E-commerce",40,69,1671
1980,"Strategist","Female","Miragoâne","Nippes","Haiti","2024-01-03","AWS","Blog",77,61,1342
1972,"Consultant","Female","Nicola Town","Christ Church Nichola Town Parish","Saint Kitts And Nevis","2024-10-01","GCP","Portfolio",187,115,1302
1972,"Consultant","Female","Nicola Town","Christ Church Nichola Town Parish","Saint Kitts And Nevis","2024-01-26","Azure","Portfolio",158,40,1031
1961,"Technician","Male","Punta Gorda","Toledo District","Belize","2024-02-29","AWS","Blog",157,104,1016
1977,"Facilitator","Female","Aydıncık","Yozgat","Turkey","2023-06-01","Azure","Personal",101,157,1074
1997,"Director","Female","Lambaréné","Moyen-Ogooué Province","Gabon","2024-05-25","Azure","Blog",102,92,1990
1997,"Director","Female","Lambaréné","Moyen-Ogooué Province","Gabon","2024-11-03","Azure","Business",70,110,728
1968,"Agent","Female","Garbahaarrey","Gedo","Somalia","2024-10-12","GCP","Personal",19,67,1943
1979,"Producer","Male","Kembé","Basse-Kotto Prefecture","Central African Republic","2023-08-23","AWS","Personal",122,30,968
1979,"Producer","Male","Kembé","Basse-Kotto Prefecture","Central African Republic","2023-09-16","Azure","E-commerce",183,104,1653
1979,"Producer","Male","Kembé","Basse-Kotto Prefecture","Central African Republic","2024-11-10","GCP","Personal",26,19,1416
1966,"Officer","Male","Odsherred Kommune","Region Zealand","Denmark","2025-01-04","AWS","Portfolio",35,28,1833
1966,"Officer","Male","Odsherred Kommune","Region Zealand","Denmark","2023-08-19","AWS","Portfolio",162,111,759
1973,"Technician","Male","Harare","Harare Province","Zimbabwe","2024-12-29","GCP","Blog",21,125,461
1973,"Technician","Male","Harare","Harare Province","Zimbabwe","2023-09-22","Azure","E-commerce",30,60,1536
1980,"Planner","Male","Municipio Padre Pedro Chien","Bolívar","Venezuela","2024-08-20","AWS","Blog",20,180,1137
2002,"Facilitator","Female","Sabhā","Sabha District","Libya","2023-10-20","Azure","E-commerce",156,13,1071
1981,"Analyst","Female","Al Ḩadd","Muharraq Governorate","Bahrain","2023-10-26","GCP","E-commerce",86,179,237
1979,"Manager","Female","Dubai","Dubai","United Arab Emirates","2024-07-09","Azure","Business",146,24,1314
1979,"Manager","Female","Dubai","Dubai","United Arab Emirates","2023-11-29","AWS","Personal",105,122,1614
1980,"Designer","Male","Gabú","Gabú Region","Guinea-Bissau","2024-02-14","GCP","Business",174,12,1910
1980,"Designer","Male","Gabú","Gabú Region","Guinea-Bissau","2023-11-27","Azure","Blog",81,44,1744
2004,"Facilitator","Female","Garoowe","Nugal","Somalia","2024-01-21","Azure","Personal",17,124,1037
1988,"Engineer","Male","Dabou","Lagunes region","Cote D'Ivoire (Ivory Coast)","2024-07-09","Azure","E-commerce",140,77,1035
1997,"Executive","Male","Eglise Catholique, Centrale GIKO","Southern Province","Rwanda","2024-01-30","GCP","Business",125,129,1443
1997,"Executive","Male","Eglise Catholique, Centrale GIKO","Southern Province","Rwanda","2024-06-14","GCP","Portfolio",32,118,1226
1969,"Designer","Female","‘Ohonua","ʻEua","Tonga","2023-08-01","Azure","Business",31,161,1051
1969,"Designer","Female","‘Ohonua","ʻEua","Tonga","2024-07-26","AWS","Personal",43,37,372
1969,"Designer","Female","‘Ohonua","ʻEua","Tonga","2024-06-25","AWS","Business",173,18,141
1994,"Agent","Female","Baraki Barak","Logar","Afghanistan","2024-10-21","GCP","E-commerce",99,128,812
1994,"Agent","Female","Baraki Barak","Logar","Afghanistan","2024-03-31","GCP","Personal",138,133,1882
1994,"Agent","Female","Baraki Barak","Logar","Afghanistan","2024-08-28","AWS","E-commerce",106,172,1033
1994,"Agent","Female","Baraki Barak","Logar","Afghanistan","2024-03-07","GCP","Business",89,10,283
1991,"Planner","Female","Huyện An Minh","Kiên Giang","Vietnam","2023-12-18","Azure","E-commerce",192,101,1454
1968,"Manager","Male","Alberton","Gauteng","South Africa","2024-04-06","Azure","Blog",62,25,399
1968,"Manager","Male","Alberton","Gauteng","South Africa","2024-03-22","Azure","Blog",31,161,1051
2002,"Liaison","Male","Radlje ob Dravi","Radlje ob Dravi Municipality","Slovenia","2024-07-17","Azure","E-commerce",31,83,200
2002,"Liaison","Male","Radlje ob Dravi","Radlje ob Dravi Municipality","Slovenia","2024-01-15","AWS","Personal",28,169,1401
2002,"Liaison","Male","Radlje ob Dravi","Radlje ob Dravi Municipality","Slovenia","2024-09-22","GCP","Blog",128,102,1536
1990,"Specialist","Female","Hinvi","Atlantique Department","Benin","2024-12-09","AWS","Blog",187,161,560
1990,"Specialist","Female","Hinvi","Atlantique Department","Benin","2023-10-24","GCP","E-commerce",170,155,1924
1990,"Specialist","Female","Hinvi","Atlantique Department","Benin","2023-12-02","GCP","E-commerce",26,19,1416
1979,"Officer","Female","Tubmanburg","Bomi County","Liberia","2023-09-02","GCP","E-commerce",162,111,759
1979,"Officer","Female","Tubmanburg","Bomi County","Liberia","2024-11-09","Azure","Portfolio",31,37,481
1979,"Officer","Female","Tubmanburg","Bomi County","Liberia","2024-08-05","GCP","Portfolio",52,127,1030
1988,"Liaison","Female","Tambopata","Madre de Dios","Peru","2024-08-22","GCP","E-commerce",125,129,1443
1988,"Liaison","Female","Tambopata","Madre de Dios","Peru","2023-05-31","Azure","Portfolio",134,9,296
1988,"Liaison","Female","Tambopata","Madre de Dios","Peru","2023-06-18","GCP","Portfolio",173,18,141
1988,"Liaison","Female","Tambopata","Madre de Dios","Peru","2023-07-17","GCP","Personal",119,89,1077
1960,"Orchestrator","Male","Amphoe Manorom","Chai Nat","Thailand","2023-12-16","AWS","Portfolio",160,44,1066
1960,"Orchestrator","Male","Amphoe Manorom","Chai Nat","Thailand","2024-11-11","GCP","E-commerce",183,176,1635
1960,"Orchestrator","Male","Amphoe Manorom","Chai Nat","Thailand","2024-03-04","GCP","Portfolio",124,103,1674
1984,"Coordinator","Female","Bjni","Kotayk Region","Armenia","2023-10-30","AWS","Personal",142,25,1266
1984,"Coordinator","Female","Bjni","Kotayk Region","Armenia","2025-01-11","Azure","Business",174,12,1910
1963,"Orchestrator","Male","Takum","Benue","Nigeria","2024-11-22","GCP","Business",119,89,1077
1963,"Orchestrator","Male","Takum","Benue","Nigeria","2023-08-23","AWS","Personal",71,46,1912
1987,"Manager","Male","Caza de Baalbek","Baalbek-Hermel Governorate","Lebanon","2024-02-27","Azure","Business",153,17,1999
2005,"Representative","Male","Préfecture de Bassar","Kara Region","Togo","2024-03-01","Azure","Business",75,67,485
2005,"Representative","Male","Préfecture de Bassar","Kara Region","Togo","2023-06-07","Azure","E-commerce",97,86,1887
2005,"Representative","Male","Préfecture de Bassar","Kara Region","Togo","2023-09-06","Azure","Personal",29,74,644
1974,"Director","Male","Shinile Zone","Somali Region","Ethiopia","2024-07-02","AWS","Blog",158,40,1031
1974,"Director","Male","Shinile Zone","Somali Region","Ethiopia","2024-04-24","Azure","Personal",26,168,1746
2005,"Technician","Female","Madīnat ash Shamāl","Madinat ash Shamal","Qatar","2024-07-03","GCP","Business",30,171,174
2005,"Technician","Female","Madīnat ash Shamāl","Madinat ash Shamal","Qatar","2024-06-26","Azure","E-commerce",195,36,1492
2005,"Technician","Female","Madīnat ash Shamāl","Madinat ash Shamal","Qatar","2024-08-31","Azure","Personal",69,88,1104
1987,"Analyst","Female","Dalheim","Canton of Remich","Luxembourg","2023-07-27","AWS","Portfolio",67,102,1775
1997,"Specialist","Male","Coolie Town","Castries Quarter","Saint Lucia","2023-09-11","AWS","E-commerce",195,133,533
1997,"Specialist","Male","Coolie Town","Castries Quarter","Saint Lucia","2025-03-17","Azure","Personal",153,157,1900
1991,"Liaison","Female","Moa","Holguín Province","Cuba","2023-09-08","AWS","Portfolio",64,16,703
1991,"Liaison","Female","Moa","Holguín Province","Cuba","2023-08-04","Azure","Personal",106,151,1731
1991,"Liaison","Female","Moa","Holguín Province","Cuba","2023-04-16","Azure","Portfolio",192,68,1362
1991,"Liaison","Female","Moa","Holguín Province","Cuba","2024-03-18","GCP","Personal",191,167,1850
1960,"Manager","Male","Teyateyaneng","Berea District","Lesotho","2023-06-07","GCP","Blog",141,179,1310
1960,"Manager","Male","Teyateyaneng","Berea District","Lesotho","2024-12-29","AWS","E-commerce",70,61,932
1960,"Manager","Male","Teyateyaneng","Berea District","Lesotho","2023-08-24","GCP","Blog",191,167,1850
1961,"Strategist","Male","Al Jahrā’","Al Jahra Governorate","Kuwait","2025-02-16","GCP","Personal",35,28,1833
1961,"Strategist","Male","Al Jahrā’","Al Jahra Governorate","Kuwait","2024-06-04","GCP","Portfolio",39,172,1826
1961,"Strategist","Male","Al Jahrā’","Al Jahra Governorate","Kuwait","2024-02-20","Azure","Personal",158,40,1031
2000,"Specialist","Female","Brikama Nding","Central River Division","The Gambia","2025-03-07","Azure","Portfolio",68,131,635
2000,"Specialist","Female","Brikama Nding","Central River Division","The Gambia","2024-10-16","Azure","Personal",151,174,1649
2000,"Specialist","Female","Brikama Nding","Central River Division","The Gambia","2024-06-01","Azure","E-commerce",70,84,1411
2000,"Specialist","Female","Brikama Nding","Central River Division","The Gambia","2025-02-01","AWS","Business",80,103,1008
1994,"Manager","Male","Dobong-gu","Seoul","South Korea","2025-01-03","AWS","Portfolio",164,42,836
1994,"Manager","Male","Dobong-gu","Seoul","South Korea","2024-11-26","Azure","Portfolio",183,104,1653
1994,"Manager","Male","Dobong-gu","Seoul","South Korea","2023-09-16","AWS","Business",121,80,262
1989,"Officer","Female","Greensboro","Maryland","United States","2025-01-18","AWS","Blog",138,116,816
1989,"Officer","Female","Greensboro","Maryland","United States","2023-08-15","GCP","Personal",42,112,773
1989,"Officer","Female","Greensboro","Maryland","United States","2023-11-23","GCP","Portfolio",138,100,875
1989,"Officer","Female","Greensboro","Maryland","United States","2023-06-06","GCP","E-commerce",129,134,1208
1977,"Developer","Female","Morropon","Piura","Peru","2023-05-05","Azure","Blog",151,143,442
1977,"Developer","Female","Morropon","Piura","Peru","2023-04-21","GCP","E-commerce",141,14,974
1998,"Developer","Male","Ķekava","Ķekava Municipality","Latvia","2023-10-17","Azure","E-commerce",58,14,1159
1998,"Developer","Male","Ķekava","Ķekava Municipality","Latvia","2024-02-15","GCP","Blog",64,152,1579
1975,"Technician","Male","Leribe","Leribe District","Lesotho","2024-03-10","Azure","Portfolio",70,110,728
1975,"Technician","Male","Leribe","Leribe District","Lesotho","2024-12-20","Azure","E-commerce",121,80,262
1963,"Consultant","Female","Rosalie","Saint David Parish","Dominica","2024-10-23","GCP","Blog",43,102,573
1963,"Consultant","Female","Rosalie","Saint David Parish","Dominica","2024-11-23","GCP","Blog",170,167,409
1963,"Consultant","Female","Rosalie","Saint David Parish","Dominica","2023-10-30","AWS","Personal",135,22,927
2004,"Producer","Female","Agarakadzor","Vayots Dzor Region","Armenia","2024-11-02","Azure","E-commerce",17,124,1037
2004,"Producer","Female","Agarakadzor","Vayots Dzor Region","Armenia","2024-04-26","Azure","Blog",180,132,1452
2004,"Producer","Female","Agarakadzor","Vayots Dzor Region","Armenia","2024-09-16","AWS","Business",130,172,349
2004,"Producer","Female","Agarakadzor","Vayots Dzor Region","Armenia","2023-11-17","GCP","Business",46,87,1664
1969,"Engineer","Male","Kumla","Örebro County","Sweden","2023-08-03","Azure","Personal",145,90,1077
1969,"Engineer","Male","Kumla","Örebro County","Sweden","2024-11-05","GCP","Portfolio",57,133,1073
1969,"Engineer","Male","Kumla","Örebro County","Sweden","2024-03-25","GCP","Business",89,96,1822
1969,"Engineer","Male","Kumla","Örebro County","Sweden","2025-03-27","Azure","Business",86,179,237
1974,"Architect","Female","Djénné","Mopti Region","Mali","2023-05-14","AWS","Blog",39,159,296
1992,"Liaison","Female","Porohy","Ivano-Frankivska oblast","Ukraine","2023-12-11","Azure","Portfolio",59,150,1699
1992,"Liaison","Female","Porohy","Ivano-Frankivska oblast","Ukraine","2023-06-20","GCP","E-commerce",59,150,1699
1994,"Developer","Female","Abomey-Calavi","Atlantique Department","Benin","2024-02-03","AWS","Personal",43,37,372
1994,"Developer","Female","Abomey-Calavi","Atlantique Department","Benin","2024-01-04","Azure","Blog",35,28,1833
1971,"Consultant","Female","Midlands","Plaines Wilhems District","Mauritius","2025-01-26","Azure","E-commerce",79,9,1449
1971,"Consultant","Female","Midlands","Plaines Wilhems District","Mauritius","2024-02-19","Azure","Personal",156,68,1803
1971,"Consultant","Female","Midlands","Plaines Wilhems District","Mauritius","2024-06-15","Azure","Business",45,160,1412
1980,"Planner","Female","Põlva vald","Põlva County","Estonia","2023-11-21","GCP","E-commerce",109,173,1530
1999,"Engineer","Male","Bel Ombre","Bel Ombre","Seychelles","2023-11-30","Azure","Blog",93,19,1175
1981,"Administrator","Male","Uvira","Sud-Kivu","Democratic Republic of the Congo","2024-02-10","Azure","Personal",90,99,1492
1997,"Strategist","Female","Arijejen","Aiwo District","Nauru","2024-12-05","GCP","Blog",69,54,737
1997,"Strategist","Female","Arijejen","Aiwo District","Nauru","2023-04-26","AWS","Portfolio",70,61,932
1962,"Orchestrator","Female","Alice","Texas","United States","2024-11-28","Azure","Portfolio",26,168,1746
1962,"Orchestrator","Female","Alice","Texas","United States","2024-11-03","GCP","Personal",193,24,1025
1988,"Analyst","Female","Cascade","Cascade","Seychelles","2024-07-19","GCP","Personal",183,104,1653
1988,"Analyst","Female","Cascade","Cascade","Seychelles","2024-09-01","AWS","Blog",44,167,697
1988,"Analyst","Female","Cascade","Cascade","Seychelles","2025-03-23","GCP","Business",134,113,994
2001,"Analyst","Male","Linden","Upper Demerara-Berbice","Guyana","2024-09-10","Azure","Portfolio",42,87,1809
2001,"Analyst","Male","Linden","Upper Demerara-Berbice","Guyana","2023-10-07","Azure","Blog",88,73,1657
2001,"Analyst","Male","Linden","Upper Demerara-Berbice","Guyana","2024-04-06","AWS","E-commerce",119,89,1077
2001,"Analyst","Male","Linden","Upper Demerara-Berbice","Guyana","2025-03-25","Azure","Personal",168,144,1981
2002,"Manager","Female","Asipovichy","Mogilev Region","Belarus","2025-02-08","Azure","Personal",156,13,1071
2002,"Manager","Female","Asipovichy","Mogilev Region","Belarus","2023-11-22","GCP","E-commerce",142,25,1266
2000,"Assistant","Male","Whitehorse","Yukon","Canada","2024-02-02","AWS","Blog",195,36,1492
1977,"Designer","Male","Mandera","Mandera","Kenya","2024-03-24","AWS","Blog",26,19,1416
1977,"Designer","Male","Mandera","Mandera","Kenya","2025-04-12","GCP","Business",19,67,1943
1977,"Designer","Male","Mandera","Mandera","Kenya","2023-10-10","AWS","Personal",196,146,1702
1984,"Developer","Female","Obshtina Stambolovo","Haskovo Province","Bulgaria","2024-01-03","AWS","Portfolio",108,80,1323
1984,"Developer","Female","Obshtina Stambolovo","Haskovo Province","Bulgaria","2024-01-07","Azure","Business",133,139,1708
1960,"Assistant","Female","Waitangi","Chatham Islands","New Zealand","2023-05-26","Azure","Blog",185,71,1463
1960,"Assistant","Female","Waitangi","Chatham Islands","New Zealand","2023-09-29","Azure","Blog",158,5,855
1960,"Assistant","Female","Waitangi","Chatham Islands","New Zealand","2023-11-11","Azure","E-commerce",103,158,627
1969,"Administrator","Male","Santa Anita","Entre Ríos","Argentina","2024-01-26","AWS","E-commerce",52,127,1030
1969,"Administrator","Male","Santa Anita","Entre Ríos","Argentina","2023-09-08","AWS","Business",108,80,1323
1969,"Administrator","Male","Santa Anita","Entre Ríos","Argentina","2023-09-02","Azure","Personal",196,146,1702
1999,"Consultant","Female","’Elb el Jmel","Brakna Region","Mauritania","2024-04-04","Azure","E-commerce",39,172,1826
1999,"Consultant","Female","’Elb el Jmel","Brakna Region","Mauritania","2023-07-30","AWS","Portfolio",93,64,629
1979,"Associate","Female","Charlestown","Saint Paul Charlestown Parish","Saint Kitts And Nevis","2023-12-26","AWS","Personal",28,124,982
1979,"Associate","Female","Charlestown","Saint Paul Charlestown Parish","Saint Kitts And Nevis","2023-10-28","Azure","Blog",26,96,846
1979,"Associate","Female","Charlestown","Saint Paul Charlestown Parish","Saint Kitts And Nevis","2023-10-07","AWS","Personal",99,128,812
1979,"Associate","Female","Charlestown","Saint Paul Charlestown Parish","Saint Kitts And Nevis","2024-03-19","AWS","Business",130,172,349
1983,"Director","Female","Fray Bentos","Río Negro Department","Uruguay","2024-03-11","AWS","E-commerce",195,133,533
1987,"Administrator","Male","Kärsämäki","Northern Ostrobothnia","Finland","2025-01-08","Azure","E-commerce",43,84,1431
1987,"Administrator","Male","Kärsämäki","Northern Ostrobothnia","Finland","2024-11-16","Azure","Portfolio",50,42,978
1987,"Administrator","Male","Kärsämäki","Northern Ostrobothnia","Finland","2025-02-21","AWS","Personal",187,79,912
1987,"Administrator","Male","Kärsämäki","Northern Ostrobothnia","Finland","2024-08-07","Azure","Business",99,128,812
1985,"Liaison","Female","N'Zi","Lacs Region","Cote D'Ivoire (Ivory Coast)","2025-04-10","AWS","E-commerce",149,140,329
1978,"Agent","Male","Montes","Canelones Department","Uruguay","2023-06-01","AWS","Blog",189,97,283
1972,"Coordinator","Female","Aībak","Samangan","Afghanistan","2024-05-23","GCP","Personal",187,13,1572
1965,"Executive","Female","Kutloanong","Free State","South Africa","2024-01-07","AWS","Portfolio",101,157,1074
1982,"Specialist","Male","Provincia Punata","Cochabamba Department","Bolivia","2025-01-15","AWS","Blog",31,161,1051
1982,"Specialist","Male","Provincia Punata","Cochabamba Department","Bolivia","2024-11-05","AWS","Portfolio",81,44,1744
1982,"Specialist","Male","Provincia Punata","Cochabamba Department","Bolivia","2024-06-13","Azure","E-commerce",25,62,299
1982,"Specialist","Male","Provincia Punata","Cochabamba Department","Bolivia","2023-12-28","AWS","Business",133,96,1004
1966,"Specialist","Female","Sotouboua","Centrale Region","Togo","2024-06-19","Azure","Personal",132,122,1142
1966,"Specialist","Female","Sotouboua","Centrale Region","Togo","2023-10-05","AWS","Portfolio",197,49,1056
1966,"Specialist","Female","Sotouboua","Centrale Region","Togo","2025-02-08","AWS","Blog",145,90,1077
1992,"Planner","Female","Richterswil / Burghalde","Zürich","Switzerland","2024-02-21","GCP","Portfolio",191,88,1548
1967,"Developer","Male","Serasa","Brunei-Muara District","Brunei","2023-04-30","Azure","Blog",26,168,1746
1962,"Planner","Female","Monkey Hill","Saint Peter Basseterre Parish","Saint Kitts And Nevis","2024-02-10","AWS","Business",116,13,795
1962,"Planner","Female","Monkey Hill","Saint Peter Basseterre Parish","Saint Kitts And Nevis","2025-01-06","Azure","Business",174,12,1910
1962,"Planner","Female","Monkey Hill","Saint Peter Basseterre Parish","Saint Kitts And Nevis","2023-10-13","Azure","Portfolio",162,111,759
1991,"Coordinator","Male","Tsikhisdziri","Adjara","Georgia","2023-09-18","Azure","Personal",19,67,1943
1991,"Coordinator","Male","Tsikhisdziri","Adjara","Georgia","2024-02-28","AWS","Personal",86,179,237
1969,"Orchestrator","Female","Nikki","Borgou Department","Benin","2023-09-06","Azure","E-commerce",134,9,296
1969,"Orchestrator","Female","Nikki","Borgou Department","Benin","2023-11-11","AWS","Portfolio",187,115,1302
1969,"Orchestrator","Female","Nikki","Borgou Department","Benin","2024-12-01","AWS","Business",77,61,1342
1993,"Representative","Female","Melo","Cerro Largo Department","Uruguay","2024-09-11","AWS","Business",70,110,728
1993,"Representative","Female","Melo","Cerro Largo Department","Uruguay","2024-07-15","AWS","Blog",31,161,1051
1992,"Liaison","Male","Al Mayādīn","Deir ez-Zor Governorate","Syria","2024-06-15","GCP","Portfolio",132,122,1142
1992,"Liaison","Male","Al Mayādīn","Deir ez-Zor Governorate","Syria","2025-01-02","Azure","Portfolio",91,105,113
1992,"Liaison","Male","Al Mayādīn","Deir ez-Zor Governorate","Syria","2023-05-10","Azure","Blog",191,66,1585
1992,"Liaison","Male","Al Mayādīn","Deir ez-Zor Governorate","Syria","2024-06-24","Azure","Personal",17,124,1037
1975,"Representative","Female","Ulaanhudag","Töv Province","Mongolia","2024-11-04","Azure","Blog",31,37,481
1977,"Strategist","Female","Parchim","Mecklenburg-Vorpommern","Germany","2023-05-07","AWS","Personal",153,17,1999
1977,"Strategist","Female","Parchim","Mecklenburg-Vorpommern","Germany","2025-03-09","Azure","Portfolio",27,135,259
1975,"Associate","Male","Ar Rahad","North Kordofan","Sudan","2024-10-05","Azure","Business",140,77,1035
1975,"Associate","Male","Ar Rahad","North Kordofan","Sudan","2023-10-31","AWS","Blog",97,51,872
1975,"Associate","Male","Ar Rahad","North Kordofan","Sudan","2024-07-18","Azure","Personal",196,146,1702
1998,"Specialist","Male","Okres Michalovce","Košice Region","Slovakia","2025-03-02","AWS","Blog",31,161,1051
1974,"Specialist","Female","Moussoro","Bahr el Gazel","Chad","2023-08-26","Azure","Business",45,160,1412
1974,"Specialist","Female","Moussoro","Bahr el Gazel","Chad","2025-01-08","Azure","Blog",28,124,982
1974,"Specialist","Female","Moussoro","Bahr el Gazel","Chad","2023-04-16","GCP","Portfolio",183,80,415
2002,"Consultant","Male","Rosalie","Saint David Parish","Dominica","2025-01-02","Azure","Personal",120,117,261
2002,"Consultant","Male","Rosalie","Saint David Parish","Dominica","2023-07-17","Azure","Blog",89,10,283
2002,"Consultant","Male","Rosalie","Saint David Parish","Dominica","2024-04-09","Azure","Blog",19,135,927
2002,"Consultant","Male","Rosalie","Saint David Parish","Dominica","2025-02-05","GCP","Blog",148,10,899
1984,"Supervisor","Female","Hsinchu County","Hsinchu","Taiwan","2024-05-24","Azure","Business",50,42,978
1982,"Coordinator","Male","Dakoro","Maradi Region","Niger","2023-12-23","AWS","Business",28,124,982
2004,"Administrator","Male","Athabasca","Alberta","Canada","2025-01-15","AWS","E-commerce",139,72,1014
2004,"Administrator","Male","Athabasca","Alberta","Canada","2024-06-06","GCP","Business",69,54,737
1986,"Orchestrator","Male","Dogbo","Kouffo Department","Benin","2023-12-21","Azure","Personal",146,106,1771
1994,"Liaison","Female","Berlín","Santa Bárbara Department","Honduras","2023-12-20","GCP","E-commerce",18,157,663
1994,"Liaison","Female","Berlín","Santa Bárbara Department","Honduras","2023-06-28","GCP","E-commerce",160,44,1066
1994,"Liaison","Female","Berlín","Santa Bárbara Department","Honduras","2023-10-24","AWS","Portfolio",19,135,927
1994,"Liaison","Female","Berlín","Santa Bárbara Department","Honduras","2023-05-12","Azure","Personal",142,25,1266
1976,"Agent","Male","Koza","Far North","Cameroon","2023-10-07","Azure","Business",169,151,427
1976,"Agent","Male","Koza","Far North","Cameroon","2024-12-12","AWS","Personal",124,103,1674
1976,"Agent","Male","Koza","Far North","Cameroon","2023-09-18","Azure","Personal",70,61,932
1976,"Agent","Male","Koza","Far North","Cameroon","2023-11-13","Azure","Blog",158,5,855
1970,"Assistant","Female","Marmara","Balıkesir","Turkey","2024-04-02","GCP","Blog",97,86,1887
1992,"Executive","Female","Héroumbili","Grande Comore","Comoros","2024-03-30","AWS","Personal",193,148,675
1992,"Executive","Female","Héroumbili","Grande Comore","Comoros","2024-03-02","Azure","Personal",19,135,927
1992,"Executive","Female","Héroumbili","Grande Comore","Comoros","2024-10-21","GCP","E-commerce",138,133,1882
1975,"Strategist","Female","Al Qaţrūn","Murzuq District","Libya","2024-11-09","AWS","Personal",55,9,1582
1964,"Engineer","Female","Rasht","districts of Republican Subordination","Tajikistan","2023-11-05","AWS","Personal",52,127,1030
1964,"Engineer","Female","Rasht","districts of Republican Subordination","Tajikistan","2024-02-04","Azure","Blog",77,61,1342
1964,"Engineer","Female","Rasht","districts of Republican Subordination","Tajikistan","2024-11-20","AWS","Personal",64,16,703
1964,"Engineer","Female","Rasht","districts of Republican Subordination","Tajikistan","2023-07-26","AWS","Blog",117,15,1368
1969,"Assistant","Female","Bambous Virieux","Grand Port District","Mauritius","2024-12-06","Azure","Portfolio",180,132,1452
1969,"Assistant","Female","Bambous Virieux","Grand Port District","Mauritius","2024-04-21","GCP","E-commerce",134,113,994
1969,"Assistant","Female","Bambous Virieux","Grand Port District","Mauritius","2023-06-15","GCP","Personal",164,133,1589
1969,"Assistant","Female","Bambous Virieux","Grand Port District","Mauritius","2023-08-01","Azure","Portfolio",149,140,329
